backend,selected_kernel,work_group_size,cl_compiler_options,matrix_dimensions,elapsed_s
myGEMM.cu, 4,16,-cl-std=CL1.2,1024,0.00295
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.00283
   cuBLAS, 4,16,-cl-std=CL1.2,2048,0.00539
   clBlas, 4,16,-cl-std=CL1.2,2048,0.01804
myGEMM.cu, 4,16,-cl-std=CL1.2,2048,0.02256
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,0.01510
   cuBLAS, 4,16,-cl-std=CL1.2,4096,0.02779
   clBlas, 4,16,-cl-std=CL1.2,4096,0.07871
myGEMM.cu, 4,16,-cl-std=CL1.2,4096,0.16366
myGEMM.cl, 4,16,-cl-std=CL1.2,4096,0.16063
   cuBLAS, 4,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 4,32,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 4,32,-cl-std=CL1.2,1024,0.00245
myGEMM.cl, 4,32,-cl-std=CL1.2,1024,0.00234
   cuBLAS, 4,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 4,32,-cl-std=CL1.2,2048,0.01804
myGEMM.cu, 4,32,-cl-std=CL1.2,2048,0.01837
myGEMM.cl, 4,32,-cl-std=CL1.2,2048,0.01818
   cuBLAS, 4,32,-cl-std=CL1.2,4096,0.02465
   clBlas, 4,32,-cl-std=CL1.2,4096,0.07741
myGEMM.cu, 4,32,-cl-std=CL1.2,4096,0.11608
myGEMM.cl, 4,32,-cl-std=CL1.2,4096,0.11117
   cuBLAS, 5,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 5,16,-cl-std=CL1.2,1024,0.00331
myGEMM.cu, 5,16,-cl-std=CL1.2,1024,0.00312
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.00470
   cuBLAS, 5,16,-cl-std=CL1.2,2048,0.00539
   clBlas, 5,16,-cl-std=CL1.2,2048,0.01797
myGEMM.cu, 5,16,-cl-std=CL1.2,2048,0.02352
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,0.02442
   cuBLAS, 5,16,-cl-std=CL1.2,4096,0.02898
   clBlas, 5,16,-cl-std=CL1.2,4096,0.07975
myGEMM.cu, 5,16,-cl-std=CL1.2,4096,0.17108
myGEMM.cl, 5,16,-cl-std=CL1.2,4096,0.23727
   cuBLAS, 5,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 5,32,-cl-std=CL1.2,1024,0.00328
myGEMM.cu, 5,32,-cl-std=CL1.2,1024,0.00269
myGEMM.cl, 5,32,-cl-std=CL1.2,1024,0.00430
   cuBLAS, 5,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 5,32,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 5,32,-cl-std=CL1.2,2048,0.01999
myGEMM.cl, 5,32,-cl-std=CL1.2,2048,0.02286
   cuBLAS, 5,32,-cl-std=CL1.2,4096,0.02991
   clBlas, 5,32,-cl-std=CL1.2,4096,0.07787
myGEMM.cu, 5,32,-cl-std=CL1.2,4096,0.12402
myGEMM.cl, 5,32,-cl-std=CL1.2,4096,0.18445
   cuBLAS, 6,16,-cl-std=CL1.2,1024,0.00095
   clBlas, 6,16,-cl-std=CL1.2,1024,0.00329
myGEMM.cu, 6,16,-cl-std=CL1.2,1024,0.00124
myGEMM.cl, 6,16,-cl-std=CL1.2,1024,0.00139
   cuBLAS, 6,16,-cl-std=CL1.2,2048,0.00541
   clBlas, 6,16,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 6,16,-cl-std=CL1.2,2048,0.00697
myGEMM.cl, 6,16,-cl-std=CL1.2,2048,0.00633
   cuBLAS, 6,16,-cl-std=CL1.2,4096,0.02709
   clBlas, 6,16,-cl-std=CL1.2,4096,0.07934
myGEMM.cu, 6,16,-cl-std=CL1.2,4096,0.03518
myGEMM.cl, 6,16,-cl-std=CL1.2,4096,0.04023
   cuBLAS, 6,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 6,32,-cl-std=CL1.2,1024,0.00334
myGEMM.cu, 6,32,-cl-std=CL1.2,1024,0.00124
myGEMM.cl, 6,32,-cl-std=CL1.2,1024,0.00138
   cuBLAS, 6,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 6,32,-cl-std=CL1.2,2048,0.01793
myGEMM.cu, 6,32,-cl-std=CL1.2,2048,0.00697
myGEMM.cl, 6,32,-cl-std=CL1.2,2048,0.00821
   cuBLAS, 6,32,-cl-std=CL1.2,4096,0.03980
   clBlas, 6,32,-cl-std=CL1.2,4096,0.07824
myGEMM.cu, 6,32,-cl-std=CL1.2,4096,0.03480
myGEMM.cl, 6,32,-cl-std=CL1.2,4096,0.04129
   cuBLAS, 7,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 7,16,-cl-std=CL1.2,1024,0.00335
myGEMM.cu, 7,16,-cl-std=CL1.2,1024,0.00134
myGEMM.cl, 7,16,-cl-std=CL1.2,1024,0.00136
   cuBLAS, 7,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 7,16,-cl-std=CL1.2,2048,0.01799
myGEMM.cu, 7,16,-cl-std=CL1.2,2048,0.00750
myGEMM.cl, 7,16,-cl-std=CL1.2,2048,0.00815
   cuBLAS, 7,16,-cl-std=CL1.2,4096,0.02908
   clBlas, 7,16,-cl-std=CL1.2,4096,0.07946
myGEMM.cu, 7,16,-cl-std=CL1.2,4096,0.03736
myGEMM.cl, 7,16,-cl-std=CL1.2,4096,0.03993
   cuBLAS, 7,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 7,32,-cl-std=CL1.2,1024,0.00332
myGEMM.cu, 7,32,-cl-std=CL1.2,1024,0.00136
myGEMM.cl, 7,32,-cl-std=CL1.2,1024,0.00136
   cuBLAS, 7,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 7,32,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 7,32,-cl-std=CL1.2,2048,0.00747
myGEMM.cl, 7,32,-cl-std=CL1.2,2048,0.00641
   cuBLAS, 7,32,-cl-std=CL1.2,4096,0.03433
   clBlas, 7,32,-cl-std=CL1.2,4096,0.07860
myGEMM.cu, 7,32,-cl-std=CL1.2,4096,0.03914
myGEMM.cl, 7,32,-cl-std=CL1.2,4096,0.03943

 9
   cuBLAS, 3,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 3,16,-cl-std=CL2.0,1024,0.00337
myGEMM.cu, 3,16,-cl-std=CL2.0,1024,0.00234
myGEMM.cl, 3,16,-cl-std=CL2.0,1024,0.00240
   cuBLAS, 3,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 3,16,-cl-std=CL2.0,2048,0.01799
myGEMM.cu, 3,16,-cl-std=CL2.0,2048,0.01765
myGEMM.cl, 3,16,-cl-std=CL2.0,2048,0.01358
   cuBLAS, 3,16,-cl-std=CL2.0,4096,0.02830
   clBlas, 3,16,-cl-std=CL2.0,4096,0.07729
myGEMM.cu, 3,16,-cl-std=CL2.0,4096,0.14542
myGEMM.cl, 3,16,-cl-std=CL2.0,4096,0.14576
   cuBLAS, 3,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 3,32,-cl-std=CL2.0,1024,0.00333
myGEMM.cu, 3,32,-cl-std=CL2.0,1024,0.00181
myGEMM.cl, 3,32,-cl-std=CL2.0,1024,0.00181
   cuBLAS, 3,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 3,32,-cl-std=CL2.0,2048,0.01802
myGEMM.cu, 3,32,-cl-std=CL2.0,2048,0.01334
myGEMM.cl, 3,32,-cl-std=CL2.0,2048,0.01408
   cuBLAS, 3,32,-cl-std=CL2.0,4096,0.02661
   clBlas, 3,32,-cl-std=CL2.0,4096,0.07732
myGEMM.cu, 3,32,-cl-std=CL2.0,4096,0.08839
myGEMM.cl, 3,32,-cl-std=CL2.0,4096,0.09241
   cuBLAS, 4,16,-cl-std=CL2.0,1024,0.00095
   clBlas, 4,16,-cl-std=CL2.0,1024,0.00337
myGEMM.cu, 4,16,-cl-std=CL2.0,1024,0.00295
myGEMM.cl, 4,16,-cl-std=CL2.0,1024,0.00283
   cuBLAS, 4,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 4,16,-cl-std=CL2.0,2048,0.01831
myGEMM.cu, 4,16,-cl-std=CL2.0,2048,0.02257
myGEMM.cl, 4,16,-cl-std=CL2.0,2048,0.02045
   cuBLAS, 4,16,-cl-std=CL2.0,4096,0.02730
   clBlas, 4,16,-cl-std=CL2.0,4096,0.08151
myGEMM.cu, 4,16,-cl-std=CL2.0,4096,0.16490
myGEMM.cl, 4,16,-cl-std=CL2.0,4096,0.15784
   cuBLAS, 4,32,-cl-std=CL2.0,1024,0.00092
   clBlas, 4,32,-cl-std=CL2.0,1024,0.00338
myGEMM.cu, 4,32,-cl-std=CL2.0,1024,0.00245
myGEMM.cl, 4,32,-cl-std=CL2.0,1024,0.00234
   cuBLAS, 4,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 4,32,-cl-std=CL2.0,2048,0.01803
myGEMM.cu, 4,32,-cl-std=CL2.0,2048,0.01837
myGEMM.cl, 4,32,-cl-std=CL2.0,2048,0.01818
   cuBLAS, 4,32,-cl-std=CL2.0,4096,0.02549
   clBlas, 4,32,-cl-std=CL2.0,4096,0.08031
myGEMM.cu, 4,32,-cl-std=CL2.0,4096,0.11347
myGEMM.cl, 4,32,-cl-std=CL2.0,4096,0.11203
   cuBLAS, 5,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 5,16,-cl-std=CL2.0,1024,0.00365
myGEMM.cu, 5,16,-cl-std=CL2.0,1024,0.00312
myGEMM.cl, 5,16,-cl-std=CL2.0,1024,0.00471
   cuBLAS, 5,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 5,16,-cl-std=CL2.0,2048,0.01797
myGEMM.cu, 5,16,-cl-std=CL2.0,2048,0.02352
myGEMM.cl, 5,16,-cl-std=CL2.0,2048,0.03648
   cuBLAS, 5,16,-cl-std=CL2.0,4096,0.02820
   clBlas, 5,16,-cl-std=CL2.0,4096,0.08006
myGEMM.cu, 5,16,-cl-std=CL2.0,4096,0.17058
myGEMM.cl, 5,16,-cl-std=CL2.0,4096,0.23325
   cuBLAS, 5,32,-cl-std=CL2.0,1024,0.00096
   clBlas, 5,32,-cl-std=CL2.0,1024,0.00351
myGEMM.cu, 5,32,-cl-std=CL2.0,1024,0.00269
myGEMM.cl, 5,32,-cl-std=CL2.0,1024,0.00430
   cuBLAS, 5,32,-cl-std=CL2.0,2048,0.00543
   clBlas, 5,32,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 5,32,-cl-std=CL2.0,2048,0.01999
myGEMM.cl, 5,32,-cl-std=CL2.0,2048,0.03298
   cuBLAS, 5,32,-cl-std=CL2.0,4096,0.02558
   clBlas, 5,32,-cl-std=CL2.0,4096,0.07916
myGEMM.cu, 5,32,-cl-std=CL2.0,4096,0.12308
myGEMM.cl, 5,32,-cl-std=CL2.0,4096,0.18435
   cuBLAS, 6,16,-cl-std=CL2.0,1024,0.00097
   clBlas, 6,16,-cl-std=CL2.0,1024,0.00361
myGEMM.cu, 6,16,-cl-std=CL2.0,1024,0.00132
myGEMM.cl, 6,16,-cl-std=CL2.0,1024,0.00150
   cuBLAS, 6,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 6,16,-cl-std=CL2.0,2048,0.01797
myGEMM.cu, 6,16,-cl-std=CL2.0,2048,0.00697
myGEMM.cl, 6,16,-cl-std=CL2.0,2048,0.00678
   cuBLAS, 6,16,-cl-std=CL2.0,4096,0.03310
   clBlas, 6,16,-cl-std=CL2.0,4096,0.07965
myGEMM.cu, 6,16,-cl-std=CL2.0,4096,0.03529
myGEMM.cl, 6,16,-cl-std=CL2.0,4096,0.04016
   cuBLAS, 6,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 6,32,-cl-std=CL2.0,1024,0.00335
myGEMM.cu, 6,32,-cl-std=CL2.0,1024,0.00124
myGEMM.cl, 6,32,-cl-std=CL2.0,1024,0.00138
   cuBLAS, 6,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 6,32,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 6,32,-cl-std=CL2.0,2048,0.00697
myGEMM.cl, 6,32,-cl-std=CL2.0,2048,0.00822
   cuBLAS, 6,32,-cl-std=CL2.0,4096,0.02444
   clBlas, 6,32,-cl-std=CL2.0,4096,0.07800
myGEMM.cu, 6,32,-cl-std=CL2.0,4096,0.03510
myGEMM.cl, 6,32,-cl-std=CL2.0,4096,0.03940
   cuBLAS, 7,16,-cl-std=CL2.0,1024,0.00094
   clBlas, 7,16,-cl-std=CL2.0,1024,0.00329
myGEMM.cu, 7,16,-cl-std=CL2.0,1024,0.00134
myGEMM.cl, 7,16,-cl-std=CL2.0,1024,0.00135
   cuBLAS, 7,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 7,16,-cl-std=CL2.0,2048,0.01796
myGEMM.cu, 7,16,-cl-std=CL2.0,2048,0.00748
myGEMM.cl, 7,16,-cl-std=CL2.0,2048,0.00596
   cuBLAS, 7,16,-cl-std=CL2.0,4096,0.02762
   clBlas, 7,16,-cl-std=CL2.0,4096,0.07763
myGEMM.cu, 7,16,-cl-std=CL2.0,4096,0.03815
myGEMM.cl, 7,16,-cl-std=CL2.0,4096,0.03833
   cuBLAS, 7,32,-cl-std=CL2.0,1024,0.00095
   clBlas, 7,32,-cl-std=CL2.0,1024,0.00333
myGEMM.cu, 7,32,-cl-std=CL2.0,1024,0.00135
myGEMM.cl, 7,32,-cl-std=CL2.0,1024,0.00136
   cuBLAS, 7,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 7,32,-cl-std=CL2.0,2048,0.01916
myGEMM.cu, 7,32,-cl-std=CL2.0,2048,0.00748
myGEMM.cl, 7,32,-cl-std=CL2.0,2048,0.00666
   cuBLAS, 7,32,-cl-std=CL2.0,4096,0.03326
   clBlas, 7,32,-cl-std=CL2.0,4096,0.07664
myGEMM.cu, 7,32,-cl-std=CL2.0,4096,0.03860
myGEMM.cl, 7,32,-cl-std=CL2.0,4096,0.03922
   cuBLAS, 3,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 3,16,-cl-std=CL1.2,1024,0.00337
myGEMM.cu, 3,16,-cl-std=CL1.2,1024,0.00233
myGEMM.cl, 3,16,-cl-std=CL1.2,1024,0.00240
   cuBLAS, 3,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 3,16,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 3,16,-cl-std=CL1.2,2048,0.01763
myGEMM.cl, 3,16,-cl-std=CL1.2,2048,0.01875
   cuBLAS, 3,16,-cl-std=CL1.2,4096,0.02751
   clBlas, 3,16,-cl-std=CL1.2,4096,0.07949
myGEMM.cu, 3,16,-cl-std=CL1.2,4096,0.14397
myGEMM.cl, 3,16,-cl-std=CL1.2,4096,0.14307
   cuBLAS, 3,32,-cl-std=CL1.2,1024,0.00091
   clBlas, 3,32,-cl-std=CL1.2,1024,0.00334
myGEMM.cu, 3,32,-cl-std=CL1.2,1024,0.00181
myGEMM.cl, 3,32,-cl-std=CL1.2,1024,0.00181
   cuBLAS, 3,32,-cl-std=CL1.2,2048,0.00540
   clBlas, 3,32,-cl-std=CL1.2,2048,0.01794
myGEMM.cu, 3,32,-cl-std=CL1.2,2048,0.01334
myGEMM.cl, 3,32,-cl-std=CL1.2,2048,0.01034
   cuBLAS, 3,32,-cl-std=CL1.2,4096,0.03335
   clBlas, 3,32,-cl-std=CL1.2,4096,0.07803
myGEMM.cu, 3,32,-cl-std=CL1.2,4096,0.08786
myGEMM.cl, 3,32,-cl-std=CL1.2,4096,0.09061
   cuBLAS, 4,16,-cl-std=CL1.2,1024,0.00092
   clBlas, 4,16,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 4,16,-cl-std=CL1.2,1024,0.00295
myGEMM.cl, 4,16,-cl-std=CL1.2,1024,0.00283
   cuBLAS, 4,16,-cl-std=CL1.2,2048,0.00539
   clBlas, 4,16,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 4,16,-cl-std=CL1.2,2048,0.02256
myGEMM.cl, 4,16,-cl-std=CL1.2,2048,0.01583
   cuBLAS, 4,16,-cl-std=CL1.2,4096,0.02854
   clBlas, 4,16,-cl-std=CL1.2,4096,0.07743
myGEMM.cu, 4,16,-cl-std=CL1.2,4096,0.16669
myGEMM.cl, 4,16,-cl-std=CL1.2,4096,0.15857
   cuBLAS, 4,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 4,32,-cl-std=CL1.2,1024,0.00335
myGEMM.cu, 4,32,-cl-std=CL1.2,1024,0.00246
myGEMM.cl, 4,32,-cl-std=CL1.2,1024,0.00234
   cuBLAS, 4,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 4,32,-cl-std=CL1.2,2048,0.01799
myGEMM.cu, 4,32,-cl-std=CL1.2,2048,0.01837
myGEMM.cl, 4,32,-cl-std=CL1.2,2048,0.01818
   cuBLAS, 4,32,-cl-std=CL1.2,4096,0.02910
   clBlas, 4,32,-cl-std=CL1.2,4096,0.07980
myGEMM.cu, 4,32,-cl-std=CL1.2,4096,0.11220
myGEMM.cl, 4,32,-cl-std=CL1.2,4096,0.11315
   cuBLAS, 5,16,-cl-std=CL1.2,1024,0.00095
   clBlas, 5,16,-cl-std=CL1.2,1024,0.00328
myGEMM.cu, 5,16,-cl-std=CL1.2,1024,0.00313
myGEMM.cl, 5,16,-cl-std=CL1.2,1024,0.00475
   cuBLAS, 5,16,-cl-std=CL1.2,2048,0.00536
   clBlas, 5,16,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 5,16,-cl-std=CL1.2,2048,0.02352
myGEMM.cl, 5,16,-cl-std=CL1.2,2048,0.03648
   cuBLAS, 5,16,-cl-std=CL1.2,4096,0.02452
   clBlas, 5,16,-cl-std=CL1.2,4096,0.08225
myGEMM.cu, 5,16,-cl-std=CL1.2,4096,0.17143
myGEMM.cl, 5,16,-cl-std=CL1.2,4096,0.23596
   cuBLAS, 5,32,-cl-std=CL1.2,1024,0.00094
   clBlas, 5,32,-cl-std=CL1.2,1024,0.00335
myGEMM.cu, 5,32,-cl-std=CL1.2,1024,0.00269
myGEMM.cl, 5,32,-cl-std=CL1.2,1024,0.00430
   cuBLAS, 5,32,-cl-std=CL1.2,2048,0.00541
   clBlas, 5,32,-cl-std=CL1.2,2048,0.01803
myGEMM.cu, 5,32,-cl-std=CL1.2,2048,0.01999
myGEMM.cl, 5,32,-cl-std=CL1.2,2048,0.02409
   cuBLAS, 5,32,-cl-std=CL1.2,4096,0.03185
   clBlas, 5,32,-cl-std=CL1.2,4096,0.07794
myGEMM.cu, 5,32,-cl-std=CL1.2,4096,0.12299
myGEMM.cl, 5,32,-cl-std=CL1.2,4096,0.18567
   cuBLAS, 6,16,-cl-std=CL1.2,1024,0.00095
   clBlas, 6,16,-cl-std=CL1.2,1024,0.00333
myGEMM.cu, 6,16,-cl-std=CL1.2,1024,0.00124
myGEMM.cl, 6,16,-cl-std=CL1.2,1024,0.00138
   cuBLAS, 6,16,-cl-std=CL1.2,2048,0.00539
   clBlas, 6,16,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 6,16,-cl-std=CL1.2,2048,0.00697
myGEMM.cl, 6,16,-cl-std=CL1.2,2048,0.00822
   cuBLAS, 6,16,-cl-std=CL1.2,4096,0.02637
   clBlas, 6,16,-cl-std=CL1.2,4096,0.08091
myGEMM.cu, 6,16,-cl-std=CL1.2,4096,0.03527
myGEMM.cl, 6,16,-cl-std=CL1.2,4096,0.04187
   cuBLAS, 6,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 6,32,-cl-std=CL1.2,1024,0.00333
myGEMM.cu, 6,32,-cl-std=CL1.2,1024,0.00124
myGEMM.cl, 6,32,-cl-std=CL1.2,1024,0.00138
   cuBLAS, 6,32,-cl-std=CL1.2,2048,0.00538
   clBlas, 6,32,-cl-std=CL1.2,2048,0.01798
myGEMM.cu, 6,32,-cl-std=CL1.2,2048,0.00697
myGEMM.cl, 6,32,-cl-std=CL1.2,2048,0.00822
   cuBLAS, 6,32,-cl-std=CL1.2,4096,0.02475
   clBlas, 6,32,-cl-std=CL1.2,4096,0.07844
myGEMM.cu, 6,32,-cl-std=CL1.2,4096,0.03502
myGEMM.cl, 6,32,-cl-std=CL1.2,4096,0.04034
   cuBLAS, 7,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 7,16,-cl-std=CL1.2,1024,0.00343
myGEMM.cu, 7,16,-cl-std=CL1.2,1024,0.00134
myGEMM.cl, 7,16,-cl-std=CL1.2,1024,0.00136
   cuBLAS, 7,16,-cl-std=CL1.2,2048,0.00538
   clBlas, 7,16,-cl-std=CL1.2,2048,0.01809
myGEMM.cu, 7,16,-cl-std=CL1.2,2048,0.00746
myGEMM.cl, 7,16,-cl-std=CL1.2,2048,0.00690
   cuBLAS, 7,16,-cl-std=CL1.2,4096,0.02945
   clBlas, 7,16,-cl-std=CL1.2,4096,0.08016
myGEMM.cu, 7,16,-cl-std=CL1.2,4096,0.03865
myGEMM.cl, 7,16,-cl-std=CL1.2,4096,0.04023
   cuBLAS, 7,32,-cl-std=CL1.2,1024,0.00093
   clBlas, 7,32,-cl-std=CL1.2,1024,0.00330
myGEMM.cu, 7,32,-cl-std=CL1.2,1024,0.00134
myGEMM.cl, 7,32,-cl-std=CL1.2,1024,0.00136
   cuBLAS, 7,32,-cl-std=CL1.2,2048,0.00536
   clBlas, 7,32,-cl-std=CL1.2,2048,0.01799
myGEMM.cu, 7,32,-cl-std=CL1.2,2048,0.00748
myGEMM.cl, 7,32,-cl-std=CL1.2,2048,0.00639
   cuBLAS, 7,32,-cl-std=CL1.2,4096,0.03412
   clBlas, 7,32,-cl-std=CL1.2,4096,0.07891
myGEMM.cu, 7,32,-cl-std=CL1.2,4096,0.03891
myGEMM.cl, 7,32,-cl-std=CL1.2,4096,0.03805

 
   cuBLAS, 1, 4,-cl-std=CL2.0,1024,0.00094
   clBlas, 1, 4,-cl-std=CL2.0,1024,0.00371
myGEMM.cu, 1, 4,-cl-std=CL2.0,1024,0.02038
myGEMM.cl, 1, 4,-cl-std=CL2.0,1024,0.01687
   cuBLAS, 1, 4,-cl-std=CL2.0,2048,0.00539
   clBlas, 1, 4,-cl-std=CL2.0,2048,0.01801
myGEMM.cu, 1, 4,-cl-std=CL2.0,2048,0.14271
myGEMM.cl, 1, 4,-cl-std=CL2.0,2048,0.12050
   cuBLAS, 1, 4,-cl-std=CL2.0,4096,0.02549
   clBlas, 1, 4,-cl-std=CL2.0,4096,0.07733
myGEMM.cu, 1, 4,-cl-std=CL2.0,4096,1.11487
myGEMM.cl, 1, 4,-cl-std=CL2.0,4096,1.07430
   cuBLAS, 1,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 1,16,-cl-std=CL2.0,1024,0.00342
myGEMM.cu, 1,16,-cl-std=CL2.0,1024,0.00672
myGEMM.cl, 1,16,-cl-std=CL2.0,1024,0.00671
   cuBLAS, 1,16,-cl-std=CL2.0,2048,0.00538
   clBlas, 1,16,-cl-std=CL2.0,2048,0.01802
myGEMM.cu, 1,16,-cl-std=CL2.0,2048,0.05244
myGEMM.cl, 1,16,-cl-std=CL2.0,2048,0.03137
   cuBLAS, 1,16,-cl-std=CL2.0,4096,0.02484
   clBlas, 1,16,-cl-std=CL2.0,4096,0.08140
myGEMM.cu, 1,16,-cl-std=CL2.0,4096,0.38249
myGEMM.cl, 1,16,-cl-std=CL2.0,4096,0.38809
   cuBLAS, 1,32,-cl-std=CL2.0,1024,0.00107
   clBlas, 1,32,-cl-std=CL2.0,1024,0.00341
myGEMM.cu, 1,32,-cl-std=CL2.0,1024,0.00729
myGEMM.cl, 1,32,-cl-std=CL2.0,1024,0.00715
   cuBLAS, 1,32,-cl-std=CL2.0,2048,0.00539
   clBlas, 1,32,-cl-std=CL2.0,2048,0.01798
myGEMM.cu, 1,32,-cl-std=CL2.0,2048,0.05674
myGEMM.cl, 1,32,-cl-std=CL2.0,2048,0.03579
   cuBLAS, 1,32,-cl-std=CL2.0,4096,0.02615
   clBlas, 1,32,-cl-std=CL2.0,4096,0.07892
myGEMM.cu, 1,32,-cl-std=CL2.0,4096,0.33690
myGEMM.cl, 1,32,-cl-std=CL2.0,4096,0.33637
   cuBLAS, 2, 4,-cl-std=CL2.0,1024,0.00093
   clBlas, 2, 4,-cl-std=CL2.0,1024,0.00342
myGEMM.cu, 2, 4,-cl-std=CL2.0,1024,0.02800
myGEMM.cl, 2, 4,-cl-std=CL2.0,1024,0.02822
   cuBLAS, 2, 4,-cl-std=CL2.0,2048,0.00538
   clBlas, 2, 4,-cl-std=CL2.0,2048,0.01803
myGEMM.cu, 2, 4,-cl-std=CL2.0,2048,0.19985
myGEMM.cl, 2, 4,-cl-std=CL2.0,2048,0.18979
   cuBLAS, 2, 4,-cl-std=CL2.0,4096,0.02502
   clBlas, 2, 4,-cl-std=CL2.0,4096,0.07868
myGEMM.cu, 2, 4,-cl-std=CL2.0,4096,1.53671
myGEMM.cl, 2, 4,-cl-std=CL2.0,4096,1.54039
   cuBLAS, 2,16,-cl-std=CL2.0,1024,0.00093
   clBlas, 2,16,-cl-std=CL2.0,1024,0.00336
myGEMM.cu, 2,16,-cl-std=CL2.0,1024,0.00515
myGEMM.cl, 2,16,-cl-std=CL2.0,1024,0.00523
   cuBLAS, 2,16,-cl-std=CL2.0,2048,0.00539
   clBlas, 2,16,-cl-std=CL2.0,2048,0.01826
myGEMM.cu, 2,16,-cl-std=CL2.0,2048,0.04037
myGEMM.cl, 2,16,-cl-std=CL2.0,2048,0.04186
   cuBLAS, 2,16,-cl-std=CL2.0,4096,0.02436
   clBlas, 2,16,-cl-std=CL2.0,4096,0.07767
myGEMM.cu, 2,16,-cl-std=CL2.0,4096,0.25271
myGEMM.cl, 2,16,-cl-std=CL2.0,4096,0.26108
   cuBLAS, 2,32,-cl-std=CL2.0,1024,0.00094
   clBlas, 2,32,-cl-std=CL2.0,1024,0.00328
myGEMM.cu, 2,32,-cl-std=CL2.0,1024,0.00568
myGEMM.cl, 2,32,-cl-std=CL2.0,1024,0.00562
   cuBLAS, 2,32,-cl-std=CL2.0,2048,0.00538
   clBlas, 2,32,-cl-std=CL2.0,2048,0.01793
myGEMM.cu, 2,32,-cl-std=CL2.0,2048,0.04325
myGEMM.cl, 2,32,-cl-std=CL2.0,2048,0.03167
   cuBLAS, 2,32,-cl-std=CL2.0,4096,0.02681
   clBlas, 2,32,-cl-std=CL2.0,4096,0.07708
myGEMM.cu, 2,32,-cl-std=CL2.0,4096,0.24740
myGEMM.cl, 2,32,-cl-std=CL2.0,4096,0.24674
   cuBLAS, 1, 4,-cl-std=CL1.2,1024,0.00095
   clBlas, 1, 4,-cl-std=CL1.2,1024,0.00338
myGEMM.cu, 1, 4,-cl-std=CL1.2,1024,0.01717
myGEMM.cl, 1, 4,-cl-std=CL1.2,1024,0.01686
   cuBLAS, 1, 4,-cl-std=CL1.2,2048,0.00541
   clBlas, 1, 4,-cl-std=CL1.2,2048,0.01796
myGEMM.cu, 1, 4,-cl-std=CL1.2,2048,0.14266
myGEMM.cl, 1, 4,-cl-std=CL1.2,2048,0.12112
   cuBLAS, 1, 4,-cl-std=CL1.2,4096,0.02438
   clBlas, 1, 4,-cl-std=CL1.2,4096,0.07760
myGEMM.cu, 1, 4,-cl-std=CL1.2,4096,1.12940
myGEMM.cl, 1, 4,-cl-std=CL1.2,4096,1.08972
   cuBLAS, 1,16,-cl-std=CL1.2,1024,0.00093
   clBlas, 1,16,-cl-std=CL1.2,1024,0.00334
myGEMM.cu, 1,16,-cl-std=CL1.2,1024,0.00672
